list_item_id,job_id,list_item,parent,code / label 1,code / label 2,code / label 3,code / label 4
7482,377,"Mine costing and financial analysis techniques to explain variances, evaluate projects and prioritize allocation of resources",Extensive experience and expert-level capabilities with any of the following skillsets:,,,,
7487,377,"Communications skills are necessary to ensure excellence in verbal and written communications, and effectively interact with associates at all levels of the organization as well as external contacts.",,,,,
7511,378,Provide written technical and non-technical reports for program compliance and ownership review,Review energy savings calculations of others for correctness and for adherence to incentive program rules,,,,
7525,378,Excellent communicator and presenter able to explain complex concepts to a variety of stakeholders,Personal qualities,,,,
7527,378,Strong oral and written communication skills,Personal qualities,,,,
7546,379,Verbal and written communication,"Specialized, technical",,,,
7566,379,Strong communication skills (verbal and written) needed for mentoring and knowledge sharing,Technical diagramming and process modeling,,,,
7570,380,"Write, test, and develop requirements for turbine application code",Essential Job Functions,,,,
7588,380,Excellent verbal and written communication skills to be able to communicate effectively with numerous personality types and superb customer-facing skills,Personal Work Attributes:,,,,
7615,381,Strong verbal and written communication skills.,"Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and weâ€™re building an environment that celebrates knowledge sharing and mentorship. Our senior members enjoy one-on-one mentoring and thorough, but kind, code reviews. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future.",,,,
7642,382,"Ability to write reports, business correspondence, and procedure manuals",Essential Skills:,,,,
7646,382,"Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form",Essential Skills:,,,,
7676,383,"Excellent verbal and written (including presentation) communication, influencing and interpersonal skills.",Additional skills requirements:,,,,
7791,386,"Experience creating technical, written content.",Qualifications:,,,,
7802,388,Strong written and verbal communication skills,The ideal candidate should exhibit the following behavioral traits:,,,,
7882,390,"Ability to write reports, business correspondence, and procedure manuals",Essential Skills:,,,,
7886,390,"Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form",Essential Skills:,,,,
7906,391,Strong written and verbal communication skills required when interfacing with clients and staff,Required Education & Experience:,,,,
7926,392,Has been involved in writing extensive web applications with complex dependencies and infrastructure,,,,,
7932,392,You will receive a confirmation email,,,,,
7933,392,If we don't feel you meet the requirements for this position we will send you an email,,,,,
7959,393,"Write and develop code related to all aspects of data acquisition, storage, retrieval, advanced queries, and complex views (using SQL , T-SQL or other comparable database and scripting languages); be able to mentor entry level staff in these skills","The essential functions include, but are not limited to the following:",,,,
